Parceiro,Tipo,Subtipo,Especialidade,Produto,Valor Particular,Valor Repasse,Valor Venda
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - articulacao (esternoclavicular ou ombro ou cotovelo ou punho ou sacroiliacas ou coxofemoral ou joelho ou pe) - unilateral,400.00,275.00,520.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - articulacoes temporomandibulares,400.00,275.00,520.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - coluna - segmento adicional,500.00,275.00,400.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - coluna cervical ou dorsal ou lombar (ate 3 segmentos),400.00,275.00,340.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - cranio ou sela turcica ou orbitas,400.00,275.00,340.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - face ou seios da face,400.00,275.00,340.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - mastoides ou orelhas,400.00,275.00,340.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - pelve ou baca,500.00,275.00,400.00
Hospital Memorial,Local,Hospital,Multidisciplinar,"Tc - pescoco (partes moles, laringe, tireoide e faringe)",400.00,275.00,340.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - segmento apendicular (braco ou antebraco ou mao ou coxa ou perna ou pe) - unilateralsegmentos apendiculares (braco ou antebraco ou mao ou coxa ou perna ou,400.00,275.00,340.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc - torax,500.00,300.00,400.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tc contraste,250.00,180.00,225.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Teste de olhinho,200.00,150.00,185.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Teste do olhinho,160.00,100.00,130.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Teste ergometrico computadorizado,220.00,170.00,200.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tonometria Binocular,40.00,20.00,35.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Tonometria Binocular,80.00,40.00,60.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Topografia Ceratoscopia,300.00,145.00,245.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Topografia Ceratoscopia,160.00,90.00,120.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Ultrasson,560.00,280.00,360.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Ultrasson,300.00,150.00,230.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Unilateral,400.00,275.00,340.00
Hospital Memorial,Local,Hospital,Multidisciplinar,"Usg - ultrassonografia abdome inferior feminino (bexiga, utero, ovario e anexos)",150.00,109.67,140.00
Hospital Memorial,Local,Hospital,Multidisciplinar,"Usg - ultrassonografia abdome inferior masculino (bexiga, prostata e vesiculas seminais)",200.00,105.17,160.00
Hospital Memorial,Local,Hospital,Multidisciplinar,"Usg - ultrassonografia aparelho urinario (rins, ureteres e bexiga)",200.00,109.42,160.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia articular (por articulcao),180.00,101.58,140.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia com doppler arterial de membro inferior - unilateral,350.00,318.67,370.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia com doppler arterial de membro superior - unilateral,350.00,318.67,370.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia com doppler de aorta e arterias renais,580.00,231.98,464.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia com doppler de aorta e iliacas,350.00,231.98,290.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia com doppler de orgao ou estrutura isolada,300.00,208.97,260.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia com doppler de vasos cervicais venosos bilateral (subclavias e julgulares),350.00,266.36,330.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - Ultrassonografia Com Doppler De Vasos Cervicais Venosos Bilateral (Subclavias E Julgulares),350.00,266.36,330.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia com doppler transcraniano ou transfontanela,250.00,203.98,250.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia com doppler venoso de membro inferior - unilateral,350.00,344.17,400.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia com doppler venoso de membro superior - unilateral,350.00,344.17,400.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia de estruturas superficiais (cervical ou axilas ou musculo ou tendao),200.00,81.89,160.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia de glandulas salivares (todas),200.00,101.58,160.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia diagnostica (monocular) dois olhos,300.00,122.20,240.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia obstetrica,180.00,74.19,144.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia obstetrica com doppler,250.00,170.77,215.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia obstetrico com translucencia nucal,250.00,156.28,200.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg - ultrassonografia orgaos superficiais (tireoide/escroto/penis/cranio),200.00,81.89,160.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg abdome superior,230.00,120.67,184.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg abdome total,250.00,170.26,210.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg mama,200.00,120.00,160.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg obstétrica morfológica,250.00,200.27,245.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Usg transvaginal,150.00,101.89,130.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Yag Laser,1000.00,800.00,960.00
Hospital Memorial,Local,Hospital,Multidisciplinar,Yag Laser,650.00,420.00,550.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Abdominoplastia + Lipo De Cintura + Costa c+ enxertia Glúteo,4000.00,4000.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Braquiplastia,1925.00,1925.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Gigantomastia,2772.00,2772.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Laqueadura,880.00,880.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Lipo avançada de axila,450.00,450.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Lipo de Cintura + Abdome com Enxertia,3080.00,3080.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Lipo de Cintura + Abdome sem Enxertia,2915.00,2915.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Mamoplastia c/ Avanço,2860.00,2860.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Mastopexia com prótese secundária+ lipo axila,2750.00,2750.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Ninfoplastia Pequenos Lábios,1250.00,1250.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Reparo Cicatriz,880.00,880.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Rinoplastia C/ Retirada De Costela,3000.00,3000.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica, Ritidoplastia Completa,3410.00,3410.00,0.00
Matheus Brito Almeida,Profissional,Médico,Cirurgia plástica,Abdome + lipoescultutra,3762.00,3762.00,0.00
Ricardo Arcanjo,Profissional,Médico,Cirurgia geral,Consulta bariátrica ,0.00,0.00,0.00
Ricardo Arcanjo,Profissional,Médico,Cirurgia geral,Consulta,350.00,250.00,300.00
Hospital Imaculada Conceição,Local,Hospital,Multidisciplinar,Histeroscopia para retirada de mioma,7800.00,6500.00,0.00
Hospital Imaculada Conceição,Local,Hospital,Multidisciplinar,Perineoplastia,8900.00,7000.00,0.00
